,name,total.pop,married,dependent,veteran,first-generation
2321,"south carolina,newberry",37508,12.030288,57.9170688,0.698715,45.3282616
2322,"south carolina,oconee",74273,16.6195745,40.3668988,0.6728055,53.1788824
2323,"south carolina,orangeburg",92501,11.4420063,39.3416928,0,53.4709193
2324,"south carolina,pickens",119224,18.7424789,34.9277978,1.5944645,43.8628824
2325,"south carolina,richland",384504,12.2112211,59.5159516,0.770077,31.6838046
2326,"south carolina,saluda",19875,15.8405172,53.4482759,0,53.7037037
2327,"south carolina,spartanburg",284307,11.2197393,65.9217877,0.744879,35.5076276
2328,"south carolina,sumter",107456,17.2143179,45.9938753,1.7599973,47.1864442
2329,"south carolina,union",28961,17.2143179,45.9938753,1.7599973,47.1864442
2330,"south carolina,williamsburg",34423,17.2143179,45.9938753,1.7599973,47.1864442
2331,"south carolina,york",226073,17.2143179,45.9938753,1.7599973,47.1864442
2332,"south dakota,aurora",2710,17.2143179,45.9938753,1.7599973,47.1864442
2333,"south dakota,beadle",17398,12.8901734,61.7341041,0.5780347,45.8454575
2334,"south dakota,bennett",3431,22.8593873,28.9866457,0.785546,50.1893939
2335,"south dakota,bon homme",7070,8.3364154,74.0439382,0.7618907,33.9421855
2336,"south dakota,brookings",31965,16.5519352,38.3396699,2.1112883,54.0606681
2337,"south dakota,brown",36531,4.2474371,84.5567969,0,36.3888622
2338,"south dakota,brule",5255,14.5672062,68.4729064,0,43.4078643
2339,"south dakota,buffalo",1912,19.3181818,23.8636364,0,59.7402597
2340,"south dakota,butte",10110,11.4987868,54.823667,0.8420816,34.4166859
2341,"south dakota,campbell",1466,0.9276438,96.8460111,0,11.9698398
2342,"south dakota,charles mix",9129,11.8154429,54.4452752,0.3580563,48.2277168
2343,"south dakota,clark",3691,21.4673676,24.9813411,3.092144,49.1086201
2344,"south dakota,clay",13864,31.4720812,31.4720812,0,45.1428571
2345,"south dakota,codington",27227,19.5754717,55.9748428,0,52.2304833
2346,"south dakota,corson",4050,16.1615372,47.6848774,0,62.3773946
2347,"south dakota,custer",8216,66.359447,5.9907834,0,93.4065934
2348,"south dakota,davison",19504,14.1696393,28.319461,0.9512485,58.7314017
2349,"south dakota,day",5710,21.7440468,28.7845155,0,59.695935
2350,"south dakota,deuel",4364,14.1400497,54.6778999,0.592739,42.585892
2351,"south dakota,dewey",5301,7.7904811,77.7659199,0,34.370273
2352,"south dakota,douglas",3002,18.5878963,48.9913545,0,45.9647248
2353,"south dakota,edmunds",4071,17.7932406,46.9184891,0,58.6503068
2354,"south dakota,fall river",7094,11.9059917,61.053719,1.0847107,53.3605528
2355,"south dakota,faulk",2364,13.3103664,35.8910116,0.9082368,55.1349174
2356,"south dakota,grant",7356,13.0543051,50.9043718,1.867618,50.5778353
2357,"south dakota,gregory",4271,13.9823587,57.1055211,0.5553741,54.924812
2358,"south dakota,haakon",1937,14.509349,44.9102469,0.5361968,55.1337815
2359,"south dakota,hamlin",5903,10.5691057,46.3414634,0,42.1052632
2360,"south dakota,hand",3431,25.2936098,46.4279619,0,45.0641026
2361,"south dakota,hanson",3331,7.0135213,81.1949961,0.4518326,30.5305233
2362,"south dakota,harding",1255,38.7755102,32.6530612,0,0
2363,"south dakota,hughes",17022,11.6402116,53.4391534,0,52.5641026
2364,"south dakota,hutchinson",7343,13.3103664,35.8910116,0.9082368,55.1349174
2365,"south dakota,hyde",1420,0,28.3018868,0,0
2366,"south dakota,jackson",3031,15.0065388,49.4768963,0.8936356,41.5679355
2367,"south dakota,jerauld",2071,23.1754842,40.4896867,5.1369863,61.5079365
2368,"south dakota,jones",1006,26.8948655,36.1858191,0,70.9770115
2369,"south dakota,kingsbury",5148,18.3691756,57.7956989,0,61.6889804
2370,"south dakota,lake",11200,17.3197546,45.3281738,2.2960104,47.5275478
2371,"south dakota,lawrence",24097,0,0,0,0
2372,"south dakota,lincoln",44828,24.1286863,35.1206434,0,53.6177106
2373,"south dakota,lyman",3755,0,0,0,0
2375,"south dakota,mccook",5618,57.5,16.4285714,0,78.8819876
2376,"south dakota,mcpherson",2459,0,86.5546219,0,8.8105727
2374,"south dakota,marshall",4656,24.5901639,39.3442623,0,58
2377,"south dakota,meade",25434,40.3671363,22.5735246,0,52.8071761
2378,"south dakota,mellette",2048,3.6701031,87.4639175,0,28.4318081
2379,"south dakota,miner",2389,13.4448393,48.1320116,1.8103868,38.9864029
2380,"south dakota,minnehaha",169468,21.3211022,34.5037307,2.4963469,52.9358771
2381,"south dakota,moody",6486,25,53.5326087,0,35.0769231
2382,"south dakota,pennington",100948,8.4437521,73.1280815,0.8035356,36.9849503
2383,"south dakota,perkins",2982,24.1909358,42.6900146,0.9744913,50.0811739
2384,"south dakota,potter",2329,20.3796426,29.0021007,2.1471961,50.224248
2385,"south dakota,roberts",10149,9.5656028,56.2943263,0,54.2077709
2386,"south dakota,sanborn",2355,1.9885551,94.2060086,0.1573677,21.7042755
2387,"south dakota,shannon",13586,16.5799949,56.6221088,0.6721405,37.5895713
2388,"south dakota,spink",6415,17.2143179,45.9938753,1.7599973,47.1864442
2389,"south dakota,stanley",2966,17.2143179,45.9938753,1.7599973,47.1864442
2390,"south dakota,sully",1373,17.2143179,45.9938753,1.7599973,47.1864442
2391,"south dakota,todd",9612,17.2143179,45.9938753,1.7599973,47.1864442
2392,"south dakota,tripp",5644,17.2143179,45.9938753,1.7599973,47.1864442
2393,"south dakota,turner",8347,17.2143179,45.9938753,1.7599973,47.1864442
2394,"south dakota,union",14399,17.2143179,45.9938753,1.7599973,47.1864442
2395,"south dakota,walworth",5438,17.2143179,45.9938753,1.7599973,47.1864442
2396,"south dakota,yankton",22438,17.2143179,45.9938753,1.7599973,47.1864442
2397,"south dakota,ziebach",2801,17.2143179,45.9938753,1.7599973,47.1864442
2398,"tennessee,anderson",75129,17.2143179,45.9938753,1.7599973,47.1864442
2399,"tennessee,bedford",45058,6.6506663,76.8079328,0.6442241,41.1400163
2400,"tennessee,benton",16489,0.9577279,95.0627477,0,18.4881136
2401,"tennessee,bledsoe",12876,16.098379,62.3253214,0,54.5154911
2402,"tennessee,blount",123010,17.7908865,30.3331879,1.4738394,53.7982728
2403,"tennessee,bradley",98963,4.3330202,82.7148896,0.5871301,41.421601
2404,"tennessee,campbell",40716,12.6613966,66.798419,0,47.6825843
2405,"tennessee,cannon",13801,15.1369444,38.7867733,1.8397238,51.2830058
2406,"tennessee,carroll",28522,19.4074785,38.3878086,1.4026459,54.8699461
2407,"tennessee,carter",57424,14.0427211,33.1253445,1.1513774,65.1947023
2408,"tennessee,cheatham",39105,20.6471495,26.9645609,4.7508988,66.0566449
2409,"tennessee,chester",17131,9.338808,59.4237128,0.795756,44.4902374
2410,"tennessee,claiborne",32213,9.2307692,79.1346154,0,31.3629324
2411,"tennessee,clay",7861,16.8812589,55.3648069,0,64.6341463
2412,"tennessee,cocke",35662,9.9244876,72.1682848,0,48.2444733
2413,"tennessee,coffee",52796,25.2117273,39.9483828,0.5820722,55.346324
2414,"tennessee,crockett",14586,25.5381289,23.8928187,2.642066,50.5764683
2415,"tennessee,cumberland",56053,8.5912824,60.6637835,0,52.2246535
2416,"tennessee,davidson",626681,13.5000459,30.7155802,2.2692875,57.7133773
2418,"tennessee,decatur",11757,23.1751825,22.080292,2.919708,53.196347
2417,"tennessee,de kalb",NA,11.3438045,69.6335079,0,44.5663011
2419,"tennessee,dickson",49666,25.8426966,30.3370787,0,61.971831
2420,"tennessee,dyer",38335,3.7263626,83.2313682,0.4449388,41.3886384
2421,"tennessee,fayette",38413,15.8306489,47.0317533,1.1504832,50.9041096
2422,"tennessee,fentress",17959,12.9480791,43.3202166,1.1124832,47.4099227
2423,"tennessee,franklin",41052,9.9804981,63.5948702,0.9183941,44.1129219
2424,"tennessee,gibson",49683,15.9322034,52.5423729,0,54.3726236
2425,"tennessee,giles",29485,18.0124224,35.4037267,0,58.2089552
2426,"tennessee,grainger",22657,29.9180328,41.3934426,0,65.3061225
2427,"tennessee,greene",68831,12.005902,59.4536276,0,34.8870048
2428,"tennessee,grundy",13703,19.7299576,41.5539507,1.5322875,64.3368744
2429,"tennessee,hamblen",62544,26.5700483,16.2640902,6.2801932,66.3286004
2430,"tennessee,hamilton",336463,18.7743181,38.5917269,1.2993079,49.0669819
2431,"tennessee,hancock",6819,20.3125,22.8885135,1.7314189,59.0100111
2432,"tennessee,hardeman",27253,43.2664756,27.2206304,0,34.2767296
2433,"tennessee,hardin",26026,20.2102607,30.1798796,2.2278902,57.0029877
2434,"tennessee,hawkins",56833,18.9453735,37.4657357,1.6026477,45.6258659
2435,"tennessee,haywood",18787,14.8538012,57.3099415,0,47.9374111
2436,"tennessee,henderson",27769,15.7520325,37.754065,0.5843496,56.5469714
2437,"tennessee,henry",32330,24.958159,31.2918549,1.0404852,49.8627733
2438,"tennessee,hickman",24690,18.9045936,32.3321555,4.0636042,54.0254237
2439,"tennessee,houston",8426,10.4930241,23.6790869,1.7052375,49.7853345
2440,"tennessee,humphreys",18538,0,86.1111111,0,0
2441,"tennessee,jackson",11638,11.8811881,25.7425743,0,50.5747126
2442,"tennessee,jefferson",51407,13.1944444,60.7638889,0,39.7769517
2443,"tennessee,johnson",18244,11.3322278,75.6014887,0.6080708,35.0502792
2444,"tennessee,knox",432226,15.0775869,58.677745,0,48.864269
2445,"tennessee,lake",7832,13.4701351,47.1914317,1.7140994,49.3091449
2446,"tennessee,lauderdale",27815,2.8192372,85.461581,0.4422333,36.8872549
2447,"tennessee,lawrence",41869,14.7471558,43.871433,3.0479036,45.2000477
2448,"tennessee,lewis",12161,25.2336449,34.5794393,0,61.4583333
2449,"tennessee,lincoln",33361,19.1200981,33.209366,1.9114508,49.5116265
2450,"tennessee,loudon",48556,18.8118812,30.6930693,0,39.7260274
2456,"tennessee,mcminn",52266,19.6227303,32.0910695,1.6000941,51.6104727
2457,"tennessee,mcnairy",26075,15.5915452,36.1086743,1.5783084,49.2640776
2451,"tennessee,macon",22248,19.0884232,38.6732067,1.1928756,56.9419614
2452,"tennessee,madison",98294,13.037037,69.1851852,0,39.1233766
2453,"tennessee,marion",28237,30.2261823,35.1382225,1.9648161,46.7282107
2454,"tennessee,marshall",30617,14.3678161,54.5977012,0,45.5508475
2455,"tennessee,maury",80956,21.0740993,28.0761387,1.4276003,52.3809524
2458,"tennessee,meigs",11753,24.1610738,30.8724832,0,64.7058824
2459,"tennessee,monroe",44519,16.9451074,55.8472554,0,44.2970822
2460,"tennessee,montgomery",172331,8.5998271,56.0069144,0.7778738,50.7962658
2461,"tennessee,moore",6362,27.4124916,28.1648012,2.381306,49.9742292
2462,"tennessee,morgan",21987,9.8634386,56.6357886,0.9219422,42.2799514
2463,"tennessee,obion",31807,29.7968776,14.4200101,1.6954843,31.4090467
2464,"tennessee,overton",22083,16,28,0,56.3106796
2465,"tennessee,perry",7915,6.0946746,81.9526627,0,35.7234315
2466,"tennessee,pickett",5077,20.0472275,45.861607,0.9619293,51.5992165
2467,"tennessee,polk",16825,22.305238,40.1762787,0.9766888,49.1307911
2468,"tennessee,putnam",72321,13.8931335,58.9162819,0.5411193,48.7784016
2469,"tennessee,rhea",31809,14.093198,54.4336233,1.4721171,43.9804736
2470,"tennessee,roane",54181,20.2865682,24.6968547,1.9635252,53.5565034
2471,"tennessee,robertson",66283,15.0245879,44.2155693,1.5765036,48.4331257
2472,"tennessee,rutherford",262604,0.5527638,93.2663317,0,30.7978723
2473,"tennessee,scott",22228,19.0194946,33.7065057,2.6587265,48.1342576
2474,"tennessee,sequatchie",14112,30.5555556,0,0,0
2475,"tennessee,sevier",89889,17.2143179,45.9938753,1.7599973,47.1864442
2476,"tennessee,shelby",927644,17.2143179,45.9938753,1.7599973,47.1864442
2477,"tennessee,smith",19166,17.2143179,45.9938753,1.7599973,47.1864442
2478,"tennessee,stewart",13324,17.2143179,45.9938753,1.7599973,47.1864442
2479,"tennessee,sullivan",156823,17.2143179,45.9938753,1.7599973,47.1864442
2480,"tennessee,sumner",160645,17.2143179,45.9938753,1.7599973,47.1864442
2481,"tennessee,tipton",61081,17.2143179,45.9938753,1.7599973,47.1864442
2482,"tennessee,trousdale",7870,17.2143179,45.9938753,1.7599973,47.1864442
2483,"tennessee,unicoi",18313,17.2143179,45.9938753,1.7599973,47.1864442
2484,"tennessee,union",19109,17.2143179,45.9938753,1.7599973,47.1864442
2485,"tennessee,van buren",5548,17.2143179,45.9938753,1.7599973,47.1864442
2486,"tennessee,warren",39839,17.2143179,45.9938753,1.7599973,47.1864442
2487,"tennessee,washington",122979,17.2143179,45.9938753,1.7599973,47.1864442
2488,"tennessee,wayne",17021,17.2143179,45.9938753,1.7599973,47.1864442
2489,"tennessee,weakley",35021,17.2143179,45.9938753,1.7599973,47.1864442
2490,"tennessee,white",25841,17.2143179,45.9938753,1.7599973,47.1864442
2491,"tennessee,williamson",183182,17.2143179,45.9938753,1.7599973,47.1864442
2492,"tennessee,wilson",113993,17.2143179,45.9938753,1.7599973,47.1864442
2493,"texas,anderson",58458,17.2143179,45.9938753,1.7599973,47.1864442
2494,"texas,andrews",14786,13.3252329,36.8975294,1.0935602,50.4610656
2495,"texas,angelina",86771,13.6236386,32.8305059,0.6966618,42.7996
2496,"texas,aransas",23158,17.8857524,55.934946,0.73695,46.9027433
2497,"texas,archer",9054,13.7777778,54.2222222,0,49.0196078
2498,"texas,armstrong",1901,0,42.5925926,0,0
2499,"texas,atascosa",44911,15.2296621,44.9570459,0.9309436,61.4886397
2500,"texas,austin",28417,6.104752,77.0378078,0,40.3474141
2501,"texas,bailey",7165,9.3054406,58.2350838,0.3324213,46.0884919
2502,"texas,bandera",20485,26.003706,36.5040148,1.0500309,47.8167502
2503,"texas,bastrop",74171,11.5831684,48.6853459,0.8375209,44.8602558
2504,"texas,baylor",3726,6.9097889,83.6852207,0,17.7777778
2505,"texas,bee",31861,3.5658915,92.1111111,0,24.5412738
2506,"texas,bell",310235,21.0295386,30.9915552,1.5383043,45.889953
2507,"texas,bexar",1714773,8.5592686,47.4779319,0.5674653,47.4137931
2508,"texas,blanco",10497,18.6500888,47.4245116,0,53.3049041
2509,"texas,borden",641,8.9851584,67.348576,1.0028079,44.3313281
2510,"texas,bosque",18212,11.8997912,77.9397246,0,45.2736318
2511,"texas,bowie",92565,28.5605832,19.901689,1.7738848,48.2996472
2512,"texas,brazoria",313166,9.774276,69.0587734,0.830494,38.0912863
2513,"texas,brazos",194851,18.2084571,43.0694864,2.3224213,46.8674616
2514,"texas,brewster",9232,25,0,0,0
2515,"texas,briscoe",1637,6.6506663,76.8079328,0.6442241,41.1400163
2516,"texas,brooks",7223,11.7201274,55.824735,1.0896483,53.0795652
2517,"texas,brown",38106,10.3901996,54.9304296,0.5142166,36.4304813
2518,"texas,burleson",17187,14.9171271,53.5911602,0,51.572327
2519,"texas,burnet",42750,29.0322581,20.9677419,0,56.8627451
2520,"texas,caldwell",38066,6.402439,20.1219512,0,49.5454546
2521,"texas,calhoun",21381,47.0120898,15.6476684,1.3126079,74.5589072
2522,"texas,callahan",13544,0,33.3333333,0,0
2523,"texas,cameron",406220,16.5689871,36.5140547,1.1051972,50.6659483
2524,"texas,camp",12401,12.2875167,47.0995992,2.0890393,46.2916016
2525,"texas,carson",6182,6.8524971,56.9396051,1.2775842,39.3875396
2526,"texas,cass",30464,21.9590516,56.4099925,0,29.3685753
2527,"texas,castro",8062,13.5870553,59.1644569,0.5164518,44.4874329
2528,"texas,chambers",35096,0,0,0,15.8115302
2529,"texas,cherokee",50845,13.4303827,58.8401033,0.6104719,35.7333333
2530,"texas,childress",7041,36.6924015,32.3902885,0,62.9310345
2531,"texas,clay",10752,27.9927993,19.7119712,9.4509451,53.962704
2532,"texas,cochran",3127,9.8930481,73.5294118,0,52.5373134
2533,"texas,coke",3320,3.4622043,78.7651471,0,33.0850404
2534,"texas,coleman",8895,12.2112211,59.5159516,0.770077,31.6838046
2535,"texas,collin",782341,10.4427304,66.2591677,0.1085455,37.0341479
2536,"texas,collingsworth",3057,16.1585366,43.445122,1.5243902,51.1111111
2537,"texas,colorado",20874,2.6050918,86.4712848,0.4736531,39.0307793
2538,"texas,comal",108472,10.5074894,52.3362397,2.2132797,54.5429131
2539,"texas,comanche",13974,27.4565037,41.4866776,0.7221637,56.8284029
2540,"texas,concho",4087,26.307665,32.3429715,1.0840534,65.0012681
2541,"texas,cooke",38437,25.9778585,34.63957,2.1979254,55.3805912
2542,"texas,coryell",75388,22.6305938,23.5324145,1.4973626,57.3794246
2543,"texas,cottle",1505,25.9202139,8.5235451,2.2002879,52.2178245
2544,"texas,crane",4375,20.6191765,43.0139863,7.751938,46.9429238
2545,"texas,crockett",3719,23.5294118,27.2331155,0,59.9489796
2546,"texas,crosby",6059,6.8392576,59.7604507,1.5514184,41.4467003
2547,"texas,culberson",2398,5.0254624,71.8484768,0,31.8587417
2548,"texas,dallam",6703,15.5,43,0,55.6213018
2549,"texas,dallas",2368139,13.2782369,57.6033058,0.661157,30.4610493
2550,"texas,dawson",13833,16.225048,43.1282644,0,50.3167921
2552,"texas,deaf smith",19372,19.6027827,39.8778616,1.2487399,45.2307707
2553,"texas,delta",5231,28.595475,18.6246844,2.381306,49.9742292
2554,"texas,denton",662614,15.0513432,48.0387424,1.677792,48.6902821
2551,"texas,de witt",NA,17.0497305,40.8047933,1.3654169,54.7127248
2555,"texas,dickens",2444,4.4924406,84.3196544,0,35.9624413
2556,"texas,dimmit",9996,16.3452709,31.5886134,1.1937557,57.6755749
2557,"texas,donley",3677,14.7553143,47.6244738,0,44.9788992
2558,"texas,duval",11782,14.6797793,53.3701127,1.1273687,33.1237094
2559,"texas,eastland",18583,28.8461539,26.9230769,0,0
2560,"texas,ector",137130,13.9508071,57.840123,0.4611837,53.9350823
2561,"texas,edwards",2002,19.5882353,31.9411765,1.1176471,55.3521127
2563,"texas,ellis",149610,38.2886149,40.2465555,1.6678753,46.9557965
2562,"texas,el paso",800647,0,0,0,19.6369637
2564,"texas,erath",37890,39.2857143,14.2857143,0,66.1016949
2565,"texas,falls",17866,0,68.75,0,0
2566,"texas,fannin",33915,30.9623431,22.5941423,0,56.4593301
2567,"texas,fayette",24554,19.693842,46.8301403,0.8024237,63.7886518
2568,"texas,fisher",3974,13.8225256,48.1228669,0,50.1992032
2569,"texas,floyd",6446,13.8817657,38.916942,1.7790227,52.0135467
2570,"texas,foard",1336,20.4375103,33.280786,1.6893977,49.7740336
2571,"texas,fort bend",585375,10.7668867,67.3946166,0,46.6978375
2572,"texas,franklin",10605,20.015412,41.0842259,4.0583808,44.0116154
2573,"texas,freestone",19816,13.2377109,44.7596973,0.9610621,50.4611878
2574,"texas,frio",17217,20,36.6666667,0,0
2575,"texas,gaines",17526,31.0344828,20.6896552,0,0
2576,"texas,galveston:main",NA,4.2465753,77.6712329,0.8675799,28.3545544
2577,"texas,galveston:spit",NA,14.2668428,63.011889,0,38.1712627
2578,"texas,garza",6461,11.8421053,63.8157895,0,76.9230769
2579,"texas,gillespie",24837,20.6806283,38.4816754,2.8795812,54.1284404
2580,"texas,glasscock",1226,20.2724492,37.6962331,3.2273225,49.4287836
2581,"texas,goliad",7210,0,0,0,0
2582,"texas,gonzales",19807,25.717996,45.4502019,1.9701534,47.9004353
2583,"texas,gray",22535,30.7899461,34.7396768,1.0771993,51.6902944
2584,"texas,grayson",120877,17.2825469,40.5343945,1.0801592,49.122807
2585,"texas,gregg",121730,11.3636364,43.7862669,1.2088975,51.0261456
2586,"texas,grimes",26604,13.7784091,76.8465909,0,20.3812317
2587,"texas,guadalupe",131533,19.058296,68.4853108,0,41.8325537
2588,"texas,hale",36273,14.6171694,16.4733179,0,56.0538117
2589,"texas,hall",3353,28.8226382,18.8724164,2.5808895,48.4408017
2590,"texas,hamilton",8517,0,47.6190476,0,0
2591,"texas,hansford",5613,13.162171,37.3415665,1.039974,57.3511037
2592,"texas,hardeman",4139,19.5596418,20.6979562,1.4444496,52.1891686
2593,"texas,hardin",54635,0,41.3793103,0,0
2594,"texas,harris",4092459,14.5104895,66.6083916,0,56.1822126
2595,"texas,harrison",65631,15.3580673,25.7981018,2.4158758,50.7135017
2596,"texas,hartley",6062,18.580353,37.2015367,0.8024419,45.4032299
2597,"texas,haskell",5899,14.1544363,46.146129,1.0729491,45.8926955
2598,"texas,hays",157107,17.0298357,50.3855179,1.575595,46.9934891
2599,"texas,hemphill",3807,14.7640792,45.2054795,0,35.5481728
2600,"texas,henderson",78532,29.4515338,8.7441794,3.0455337,54.1667037
2601,"texas,hidalgo",774769,0,0,0,0
2602,"texas,hill",35089,16.1111111,40.2777778,0,62.9166667
2603,"texas,hockley",22935,0,60.7142857,0,0
2604,"texas,hood",51182,4.3933054,83.4728034,0,63.6363636
2605,"texas,hopkins",35161,18.270464,48.8121143,1.5794835,45.0572962
2606,"texas,houston",23732,16.3525383,66.963945,1.5716494,31.4678284
2607,"texas,howard",35012,31.147541,0,0,43.75
2608,"texas,hudspeth",3476,8.0040872,78.0653951,0,43.5160681
2609,"texas,hunt",86129,20.1187986,42.2821189,0.9626604,55.0765211
2610,"texas,hutchinson",22150,11.1372549,58.8235294,1.0196078,57.0153061
2611,"texas,irion",1599,7.0135213,81.1949961,0.4518326,30.5305233
2612,"texas,jack",9044,22.907489,46.4757709,0,70.8762887
2613,"texas,jackson",14075,18.3323674,38.4280031,1.0477213,51.2878304
2614,"texas,jasper",35710,0,0,0,0
2615,"texas,jeff davis",2342,12.8603983,39.2846527,0.9610621,51.1869259
2616,"texas,jefferson",252273,14.4578313,65.404475,0,36.7112811
2617,"texas,jim hogg",5300,6.4395358,68.0643954,0.3993511,70.4571871
2618,"texas,jim wells",40838,13.1177547,36.9127517,0.5186089,51.9570223
2619,"texas,johnson",150934,2.6268116,88.8586957,0,27.0611057
2620,"texas,jones",20202,16.8072966,38.8856099,2.0022366,48.6456963
2621,"texas,karnes",14824,10.3773585,86.7924528,0,0
2622,"texas,kaufman",103350,0,0,0,0
2623,"texas,kendall",33410,16.3987032,52.7770538,1.6449199,46.9328291
2624,"texas,kenedy",416,0,0,0,0
2625,"texas,kent",808,20.4820355,29.9407896,2.0859665,47.4157224
2626,"texas,kerr",49625,1.5103839,90.4342354,0,22.6253298
2627,"texas,kimble",4607,17.8025084,45.1781983,2.8549909,44.8780147
2628,"texas,king",286,20.7849829,47.6279864,1.1262799,56.6428003
2629,"texas,kinney",3598,42.8571429,91.3875598,0,30.4812834
2630,"texas,kleberg",32061,4.500445,79.8286604,0.3894081,33.1371467
2631,"texas,knox",3719,8.3816194,48.3458498,0.9684067,43.7733931
2633,"texas,lamar",49793,11.0689917,77.4829416,0,30.2568218
2634,"texas,lamb",13977,10.4046282,61.0247157,1.0999372,48.6160397
2635,"texas,lampasas",19677,15.6800297,37.9435754,0.4321684,51.2822426
2632,"texas,la salle",6886,0,96.8421053,0,33.1950208
2636,"texas,lavaca",19263,2.877429,86.5470852,0.3861485,33.6293008
2637,"texas,lee",16612,23.9546909,14.2346969,3.092144,49.4716174
2638,"texas,leon",16801,17.3891824,42.8540558,1.4140623,35.8250205
2639,"texas,liberty",75643,5.6985294,88.7867647,0,21.4421252
2640,"texas,limestone",23384,8.8267816,70.4097304,0.2637826,37.0446845
2641,"texas,lipscomb",3302,22.3054454,29.1827956,1.9844767,46.4804331
2642,"texas,live oak",11531,23.4533783,38.6118357,2.1409809,63.4986367
2643,"texas,llano",19301,23.0769231,30.7692308,0,0
2644,"texas,loving",82,15.8736201,55.3102398,0.9135897,52.9032258
2645,"texas,lubbock",278831,16.1031794,42.5534475,1.1012492,54.1221965
2646,"texas,lynn",5915,2.2385025,84.2696936,0,39.9361286
2653,"texas,mcculloch",8283,35.3658537,26.8292683,0,0
2654,"texas,mclennan",234906,20.0023654,20.2550983,2.1416004,58.4249574
2655,"texas,mcmullen",707,4.3413174,84.0568862,0,36.3353158
2647,"texas,madison",13664,18.0857676,61.1559975,0,59.4380404
2648,"texas,marion",10546,18.6459904,32.3110407,1.7269639,51.1669316
2649,"texas,martin",4799,7.5056012,73.7864078,0.4854369,43.75
2650,"texas,mason",4012,17.8664354,56.5481353,0,50.8264463
2651,"texas,matagorda",36702,19.5726341,44.0140862,1.0559006,48.3887166
2652,"texas,maverick",54258,20.4264099,52.2008253,0,55.1364366
2656,"texas,medina",46006,16.1388204,30.5139389,2.1998862,52.577077
2657,"texas,menard",2242,10.7594937,52.3206751,0,43.8388626
2658,"texas,midland",136872,11.3638833,55.5775861,0.5910498,45.8317911
2659,"texas,milam",24757,22.62237,32.2757783,0.9610621,51.1748583
2660,"texas,mills",4936,13.5740971,33.6861768,0.9339975,53.8955087
2661,"texas,mitchell",9403,0,79.2746114,0,46.3855422
2662,"texas,montague",19719,30.7501884,20.2561619,1.5714132,49.0201102
2663,"texas,montgomery",455746,28.3333333,50,0,0
2664,"texas,moore",21904,21.584961,15.0014888,3.0455337,42.8777326
2665,"texas,morris",12934,19.2783996,34.0940965,3.2388664,67.8276509
2666,"texas,motley",1210,24.2857143,32.8571429,0,0
2667,"texas,nacogdoches",64524,23.5928228,9.2980793,2.5071105,52.148548
2668,"texas,navarro",47735,5.0236943,60.8207294,0,56.2134949
2669,"texas,newton",14445,19.0879895,51.8493358,0.4518326,44.4441473
2670,"texas,nolan",15216,15.9128978,53.6850921,0,47.557328
2671,"texas,nueces",340223,16.9632266,27.1886121,2.1115065,55.4685234
2672,"texas,ochiltree",10223,19.1709845,28.4974093,0,54.1176471
2673,"texas,oldham",2052,17.6,17.6,0,50.5494506
2674,"texas,orange",81837,17.6829268,55.4878049,0,53.452381
2675,"texas,palo pinto",28111,17.0827692,26.4597992,2.5747268,53.6061232
2676,"texas,panola",23796,12.0557351,39.0751212,2.5646204,52.9693742
2677,"texas,parker",116927,9.7670617,65.6661975,0.8581937,39.4589076
2678,"texas,parmer",10269,9.7866078,67.0345843,0,45.8659704
2679,"texas,pecos",15507,9.2330419,66.8162275,0.7552352,45.3216158
2680,"texas,polk",45413,13.3333333,36,0,59.3220339
2681,"texas,potter",121073,22.5225225,18.9189189,0,59.0909091
2682,"texas,presidio",7818,31.2797251,7.489464,3.1853494,53.975684
2683,"texas,rains",10914,11.1756168,33.9622642,2.467344,41.0509031
2684,"texas,randall",120725,13.6082474,32.1649485,3.0927835,46.3476071
2685,"texas,reagan",3367,26.7857143,21.4285714,0,0
2686,"texas,real",3309,7.8839167,61.7073206,0.9082368,37.3170192
2687,"texas,red river",12860,20.6471495,26.9645609,4.7508988,66.0566449
2688,"texas,reeves",13783,0,62.0689655,0,0
2689,"texas,refugio",7383,0,90.0466154,0,29.5176731
2690,"texas,roberts",929,12.034384,76.313276,0,36.2318841
2691,"texas,robertson",16622,0,42.5925926,0,0
2692,"texas,rockwall",78337,12.4869927,49.0114464,1.0405827,58.5492228
2693,"texas,runnels",10501,17.3453997,33.3333333,0,46.1538462
2694,"texas,rusk",53330,22.7007265,38.7620674,1.6230839,52.0630553
2695,"texas,sabine",10834,13.162171,37.3415665,1.039974,57.3511037
2696,"texas,san augustine",8865,7.3236801,63.464342,0,41.9740077
2697,"texas,san jacinto",26384,14.1538462,15.6923077,0,56.4753004
2698,"texas,san patricio",64804,11.5543329,77.0288858,0,27.0503597
2699,"texas,san saba",6131,11.1111111,52.3076923,0,48.9919355
2700,"texas,schleicher",3461,20.0980392,49.0196078,0,50.872093
2701,"texas,scurry",16921,16.9191919,10.8585859,2.7777778,53.95189
2702,"texas,shackelford",3378,17.2143179,45.9938753,1.7599973,47.1864442
2703,"texas,shelby",25448,17.2143179,45.9938753,1.7599973,47.1864442
2704,"texas,sherman",3034,17.2143179,45.9938753,1.7599973,47.1864442
2705,"texas,smith",209714,17.2143179,45.9938753,1.7599973,47.1864442
